									DNK       	NOR       	SWE       	FIN       	BALT      	EUR       
RP2       	.         	h18        	3.96378   	13.51769  	13.93973  	9.07291   	3.18527   	59.99768  
RP2       	.         	h19        	3.82640   	13.56755  	13.84292  	8.86459   	3.15482   	58.95328  
RP2       	.         	h20        	3.67311   	13.47143  	13.47333  	8.88073   	2.96824   	56.76379  
RP2       	.         	h21        	3.47599   	13.21033  	12.89533  	8.83947   	2.66411   	54.26824  
RP2       	.         	h22        	3.20876   	12.72934  	12.16243  	8.45976   	2.42550   	50.64795  
RP2       	.         	h23        	2.98392   	12.21497  	11.52672  	8.09437   	2.27175   	47.30568  
RP2       	.         	h24        	2.84859   	11.86290  	11.22953  	7.86767   	2.19545   	45.13427  
RP2       	.         	h25        	2.25506   	11.05214  	9.26797   	6.85067   	1.85897   	35.00627  
RP2       	.         	h26        	2.24384   	10.99894  	9.22335   	6.80822   	1.85099   	34.96213  
RP2       	.         	h27        	2.26656   	11.00902  	9.22193   	6.93167   	1.90431   	35.80038  
RP2       	.         	h28        	2.37612   	11.19122  	9.51372   	7.40090   	2.18920   	37.75265  
RP2       	.         	h29        	2.72154   	11.88631  	10.49700  	7.81392   	2.55007   	42.50416  
RP2       	.         	h30        	3.17189   	12.83303  	11.73525  	8.05060   	2.85844   	47.40180  
RP2       	.         	h31        	3.49272   	13.37233  	12.38772  	8.19772   	3.05045   	50.87349  
RP2       	.         	h32        	3.62912   	13.52402  	12.60690  	8.23621   	3.11427   	52.77420  
RP2       	.         	h33        	3.68975   	13.51999  	12.67991  	8.23850   	3.12295   	54.35615  
RP2       	.         	h34        	3.68937   	13.38812  	12.60369  	8.20947   	3.09736   	55.78507  
RP2       	.         	h35        	3.61634   	13.21591  	12.42478  	8.12363   	3.10224   	55.64683  
RP2       	.         	h36        	3.57465   	13.06766  	12.23224  	8.03865   	3.06558   	54.60628  
RP2       	.         	h37        	3.49574   	12.95242  	12.03075  	7.98395   	3.00897   	53.22562  
RP2       	.         	h38        	3.37995   	12.84630  	11.89744  	7.93850   	2.93799   	52.10575  
RP2       	.         	h39        	3.34709   	12.78851  	11.83063  	7.93903   	2.86763   	51.03366  
RP2       	.         	h40        	3.51074   	12.74919  	11.95076  	7.94854   	2.83589   	50.69199  
RP2       	.         	h41        	3.54231   	12.75049  	11.99006  	8.07113   	2.83470   	50.82468  
RP2       	.         	h42        	3.42589   	12.83276  	12.03394  	8.14409   	2.87212   	50.97294  
RP2       	.         	h43        	3.28763   	12.87933  	11.93318  	7.93420   	2.84100   	49.90089  
RP2       	.         	h44        	3.13452   	12.78209  	11.56395  	7.95203   	2.65681   	47.71358  
